Request id,Pickup point,Driver id,Status,Request Date,Request timestamp,Drop Date,Drop timestamp,Trip Duration (minutes),Request Hour,Request Day of Week,Daypart,Gap Type
80,City,3,Cancelled,11-07-2016,04:47,,,,4,Monday,Late Night,Cancellation
534,City,3,Cancelled,11-07-2016,10:01,,,,10,Monday,Morning,Cancellation
1867,Airport,3,Cancelled,12-07-2016,09:59,,,,9,Tuesday,Morning,Cancellation
4383,City,3,Cancelled,14-07-2016,07:48,,,,7,Thursday,Early Morning,Cancellation
748,City,4,Cancelled,11-07-2016,15:49,,,,15,Monday,Afternoon,Cancellation
1254,Airport,4,Cancelled,11-07-2016,21:53,,,,21,Monday,Night,Cancellation
3807,Airport,4,Cancelled,13-07-2016,20:58,,,,20,Wednesday,Evening,Cancellation
4280,City,4,Cancelled,14-07-2016,06:33,,,,6,Thursday,Early Morning,Cancellation
4533,City,4,Cancelled,14-07-2016,09:31,,,,9,Thursday,Morning,Cancellation
3230,City,5,Cancelled,13-07-2016,10:01,,,,10,Wednesday,Morning,Cancellation
4296,City,5,Cancelled,14-07-2016,06:39,,,,6,Thursday,Early Morning,Cancellation
3059,City,6,Cancelled,13-07-2016,07:56,,,,7,Wednesday,Early Morning,Cancellation
5547,City,6,Cancelled,15-07-2016,05:30,,,,5,Friday,Early Morning,Cancellation
5699,City,6,Cancelled,15-07-2016,07:25,,,,7,Friday,Early Morning,Cancellation
5701,City,6,Cancelled,15-07-2016,07:34,,,,7,Friday,Early Morning,Cancellation
247,City,7,Cancelled,11-07-2016,06:33,,,,6,Monday,Early Morning,Cancellation
2582,Airport,7,Cancelled,12-07-2016,21:42,,,,21,Tuesday,Night,Cancellation
3184,City,7,Cancelled,13-07-2016,09:21,,,,9,Wednesday,Morning,Cancellation
1687,City,8,Cancelled,12-07-2016,07:51,,,,7,Tuesday,Early Morning,Cancellation
4174,City,8,Cancelled,14-07-2016,05:19,,,,5,Thursday,Early Morning,Cancellation
4335,City,8,Cancelled,14-07-2016,07:13,,,,7,Thursday,Early Morning,Cancellation
150,City,9,Cancelled,11-07-2016,05:24,,,,5,Monday,Early Morning,Cancellation
233,City,9,Cancelled,11-07-2016,06:27,,,,6,Monday,Early Morning,Cancellation
1880,City,9,Cancelled,12-07-2016,10:01,,,,10,Tuesday,Morning,Cancellation
2986,City,9,Cancelled,13-07-2016,07:04,,,,7,Wednesday,Early Morning,Cancellation
3549,City,9,Cancelled,13-07-2016,18:03,,,,18,Wednesday,Evening,Cancellation
4463,City,9,Cancelled,14-07-2016,08:43,,,,8,Thursday,Early Morning,Cancellation
4178,City,10,Cancelled,14-07-2016,05:22,,,,5,Thursday,Early Morning,Cancellation
4599,City,10,Cancelled,14-07-2016,10:08,,,,10,Thursday,Morning,Cancellation
4667,Airport,10,Cancelled,14-07-2016,12:23,,,,12,Thursday,Morning,Cancellation
570,City,13,Cancelled,11-07-2016,10:36,,,,10,Monday,Morning,Cancellation
1691,City,13,Cancelled,12-07-2016,07:54,,,,7,Tuesday,Early Morning,Cancellation
3499,City,13,Cancelled,13-07-2016,17:46,,,,17,Wednesday,Evening,Cancellation
4467,City,13,Cancelled,14-07-2016,08:42,,,,8,Thursday,Early Morning,Cancellation
2799,City,14,Cancelled,13-07-2016,04:59,,,,4,Wednesday,Late Night,Cancellation
3822,Airport,14,Cancelled,13-07-2016,21:10,,,,21,Wednesday,Night,Cancellation
4456,City,14,Cancelled,14-07-2016,08:32,,,,8,Thursday,Early Morning,Cancellation
4685,Airport,14,Cancelled,14-07-2016,13:00,,,,13,Thursday,Afternoon,Cancellation
306,City,15,Cancelled,11-07-2016,07:20,,,,7,Monday,Early Morning,Cancellation
2888,City,15,Cancelled,13-07-2016,05:57,,,,5,Wednesday,Early Morning,Cancellation
92,City,16,Cancelled,11-07-2016,04:53,,,,4,Monday,Late Night,Cancellation
3138,City,16,Cancelled,13-07-2016,08:50,,,,8,Wednesday,Early Morning,Cancellation
3810,City,16,Cancelled,13-07-2016,21:06,,,,21,Wednesday,Night,Cancellation
4580,City,16,Cancelled,14-07-2016,09:59,,,,9,Thursday,Morning,Cancellation
5784,City,16,Cancelled,15-07-2016,08:34,,,,8,Friday,Early Morning,Cancellation
1648,City,17,Cancelled,12-07-2016,07:20,,,,7,Tuesday,Early Morning,Cancellation
2883,City,17,Cancelled,13-07-2016,05:54,,,,5,Wednesday,Early Morning,Cancellation
4272,City,17,Cancelled,14-07-2016,06:23,,,,6,Thursday,Early Morning,Cancellation
5621,City,17,Cancelled,15-07-2016,06:28,,,,6,Friday,Early Morning,Cancellation
5696,City,17,Cancelled,15-07-2016,07:32,,,,7,Friday,Early Morning,Cancellation
5662,City,18,Cancelled,15-07-2016,07:04,,,,7,Friday,Early Morning,Cancellation
1894,Airport,19,Cancelled,12-07-2016,10:19,,,,10,Tuesday,Morning,Cancellation
2854,City,19,Cancelled,13-07-2016,05:37,,,,5,Wednesday,Early Morning,Cancellation
4968,City,19,Cancelled,14-07-2016,18:40,,,,18,Thursday,Evening,Cancellation
352,City,20,Cancelled,11-07-2016,07:54,,,,7,Monday,Early Morning,Cancellation
1841,City,20,Cancelled,12-07-2016,09:41,,,,9,Tuesday,Morning,Cancellation
1885,City,20,Cancelled,12-07-2016,10:04,,,,10,Tuesday,Morning,Cancellation
3170,City,20,Cancelled,13-07-2016,09:09,,,,9,Wednesday,Morning,Cancellation
4586,City,20,Cancelled,14-07-2016,10:09,,,,10,Thursday,Morning,Cancellation
5208,Airport,20,Cancelled,14-07-2016,20:55,,,,20,Thursday,Evening,Cancellation
5472,City,20,Cancelled,15-07-2016,04:49,,,,4,Friday,Late Night,Cancellation
96,City,21,Cancelled,11-07-2016,04:58,,,,4,Monday,Late Night,Cancellation
132,City,21,Cancelled,11-07-2016,05:15,,,,5,Monday,Early Morning,Cancellation
2899,City,21,Cancelled,13-07-2016,05:59,,,,5,Wednesday,Early Morning,Cancellation
3166,City,21,Cancelled,13-07-2016,09:09,,,,9,Wednesday,Morning,Cancellation
232,City,22,Cancelled,11-07-2016,06:26,,,,6,Monday,Early Morning,Cancellation
275,City,22,Cancelled,11-07-2016,07:00,,,,7,Monday,Early Morning,Cancellation
554,City,22,Cancelled,11-07-2016,10:13,,,,10,Monday,Morning,Cancellation
4326,City,22,Cancelled,14-07-2016,07:08,,,,7,Thursday,Early Morning,Cancellation
5723,City,22,Cancelled,15-07-2016,07:44,,,,7,Friday,Early Morning,Cancellation
1462,Airport,23,Cancelled,12-07-2016,05:01,,,,5,Tuesday,Early Morning,Cancellation
196,Airport,24,Cancelled,11-07-2016,06:07,,,,6,Monday,Early Morning,Cancellation
236,City,24,Cancelled,11-07-2016,06:32,,,,6,Monday,Early Morning,Cancellation
1502,City,24,Cancelled,12-07-2016,05:37,,,,5,Tuesday,Early Morning,Cancellation
1615,City,24,Cancelled,12-07-2016,06:52,,,,6,Tuesday,Early Morning,Cancellation
3079,City,24,Cancelled,13-07-2016,08:13,,,,8,Wednesday,Early Morning,Cancellation
6249,Airport,24,Cancelled,15-07-2016,17:55,,,,17,Friday,Evening,Cancellation
1794,City,25,Cancelled,12-07-2016,09:03,,,,9,Tuesday,Morning,Cancellation
4546,City,25,Cancelled,14-07-2016,09:34,,,,9,Thursday,Morning,Cancellation
2913,City,26,Cancelled,13-07-2016,06:15,,,,6,Wednesday,Early Morning,Cancellation
276,City,27,Cancelled,11-07-2016,06:52,,,,6,Monday,Early Morning,Cancellation
1613,City,27,Cancelled,12-07-2016,06:47,,,,6,Tuesday,Early Morning,Cancellation
3150,City,27,Cancelled,13-07-2016,08:59,,,,8,Wednesday,Early Morning,Cancellation
3217,City,27,Cancelled,13-07-2016,09:48,,,,9,Wednesday,Morning,Cancellation
4523,City,27,Cancelled,14-07-2016,09:22,,,,9,Thursday,Morning,Cancellation
4593,City,27,Cancelled,14-07-2016,10:09,,,,10,Thursday,Morning,Cancellation
5476,Airport,27,Cancelled,15-07-2016,04:45,,,,4,Friday,Late Night,Cancellation
5477,City,27,Cancelled,15-07-2016,04:48,,,,4,Friday,Late Night,Cancellation
5846,City,27,Cancelled,15-07-2016,09:05,,,,9,Friday,Morning,Cancellation
1539,City,28,Cancelled,12-07-2016,06:04,,,,6,Tuesday,Early Morning,Cancellation
1770,City,28,Cancelled,12-07-2016,08:50,,,,8,Tuesday,Early Morning,Cancellation
1921,City,28,Cancelled,12-07-2016,10:58,,,,10,Tuesday,Morning,Cancellation
3073,City,28,Cancelled,13-07-2016,08:01,,,,8,Wednesday,Early Morning,Cancellation
4795,Airport,28,Cancelled,14-07-2016,16:55,,,,16,Thursday,Afternoon,Cancellation
2079,Airport,29,Cancelled,12-07-2016,15:43,,,,15,Tuesday,Afternoon,Cancellation
3179,City,29,Cancelled,13-07-2016,09:16,,,,9,Wednesday,Morning,Cancellation
5872,City,29,Cancelled,15-07-2016,09:20,,,,9,Friday,Morning,Cancellation
218,City,30,Cancelled,11-07-2016,06:14,,,,6,Monday,Early Morning,Cancellation
840,Airport,30,Cancelled,11-07-2016,17:41,,,,17,Monday,Evening,Cancellation
1642,City,30,Cancelled,12-07-2016,07:17,,,,7,Tuesday,Early Morning,Cancellation
3307,City,30,Cancelled,13-07-2016,12:02,,,,12,Wednesday,Morning,Cancellation
1475,City,31,Cancelled,12-07-2016,05:12,,,,5,Tuesday,Early Morning,Cancellation
2179,Airport,31,Cancelled,12-07-2016,17:36,,,,17,Tuesday,Evening,Cancellation
3080,City,31,Cancelled,13-07-2016,08:11,,,,8,Wednesday,Early Morning,Cancellation
3771,Airport,31,Cancelled,13-07-2016,20:42,,,,20,Wednesday,Evening,Cancellation
5847,Airport,31,Cancelled,15-07-2016,09:05,,,,9,Friday,Morning,Cancellation
5875,City,31,Cancelled,15-07-2016,09:22,,,,9,Friday,Morning,Cancellation
400,City,32,Cancelled,11-07-2016,08:29,,,,8,Monday,Early Morning,Cancellation
2146,Airport,32,Cancelled,12-07-2016,17:21,,,,17,Tuesday,Evening,Cancellation
2942,City,32,Cancelled,13-07-2016,06:37,,,,6,Wednesday,Early Morning,Cancellation
4418,City,32,Cancelled,14-07-2016,08:18,,,,8,Thursday,Early Morning,Cancellation
2305,City,33,Cancelled,12-07-2016,18:56,,,,18,Tuesday,Evening,Cancellation
5637,City,33,Cancelled,15-07-2016,06:44,,,,6,Friday,Early Morning,Cancellation
5838,City,33,Cancelled,15-07-2016,09:02,,,,9,Friday,Morning,Cancellation
457,City,34,Cancelled,11-07-2016,09:17,,,,9,Monday,Morning,Cancellation
511,City,34,Cancelled,11-07-2016,09:40,,,,9,Monday,Morning,Cancellation
4146,City,34,Cancelled,14-07-2016,04:52,,,,4,Thursday,Late Night,Cancellation
4242,City,34,Cancelled,14-07-2016,06:03,,,,6,Thursday,Early Morning,Cancellation
4470,City,34,Cancelled,14-07-2016,08:47,,,,8,Thursday,Early Morning,Cancellation
2530,City,35,Cancelled,12-07-2016,21:07,,,,21,Tuesday,Night,Cancellation
2596,City,35,Cancelled,12-07-2016,21:53,,,,21,Tuesday,Night,Cancellation
5754,City,35,Cancelled,15-07-2016,08:05,,,,8,Friday,Early Morning,Cancellation
200,City,36,Cancelled,11-07-2016,06:10,,,,6,Monday,Early Morning,Cancellation
1531,City,36,Cancelled,12-07-2016,05:54,,,,5,Tuesday,Early Morning,Cancellation
5715,City,36,Cancelled,15-07-2016,07:42,,,,7,Friday,Early Morning,Cancellation
3130,City,37,Cancelled,13-07-2016,08:43,,,,8,Wednesday,Early Morning,Cancellation
4133,City,37,Cancelled,14-07-2016,04:45,,,,4,Thursday,Late Night,Cancellation
4419,City,37,Cancelled,14-07-2016,08:17,,,,8,Thursday,Early Morning,Cancellation
4547,City,37,Cancelled,14-07-2016,09:39,,,,9,Thursday,Morning,Cancellation
5613,City,37,Cancelled,15-07-2016,06:17,,,,6,Friday,Early Morning,Cancellation
572,Airport,38,Cancelled,11-07-2016,10:48,,,,10,Monday,Morning,Cancellation
1566,City,38,Cancelled,12-07-2016,06:22,,,,6,Tuesday,Early Morning,Cancellation
2266,Airport,38,Cancelled,12-07-2016,18:33,,,,18,Tuesday,Evening,Cancellation
4390,City,38,Cancelled,14-07-2016,08:01,,,,8,Thursday,Early Morning,Cancellation
4545,City,38,Cancelled,14-07-2016,09:43,,,,9,Thursday,Morning,Cancellation
4572,City,38,Cancelled,14-07-2016,09:52,,,,9,Thursday,Morning,Cancellation
1649,City,39,Cancelled,12-07-2016,07:24,,,,7,Tuesday,Early Morning,Cancellation
3008,City,39,Cancelled,13-07-2016,07:23,,,,7,Wednesday,Early Morning,Cancellation
4480,City,39,Cancelled,14-07-2016,08:46,,,,8,Thursday,Early Morning,Cancellation
5713,City,39,Cancelled,15-07-2016,07:43,,,,7,Friday,Early Morning,Cancellation
5866,City,39,Cancelled,15-07-2016,09:19,,,,9,Friday,Morning,Cancellation
5945,Airport,39,Cancelled,15-07-2016,10:27,,,,10,Friday,Morning,Cancellation
126,City,40,Cancelled,11-07-2016,05:05,,,,5,Monday,Early Morning,Cancellation
436,City,40,Cancelled,11-07-2016,08:55,,,,8,Monday,Early Morning,Cancellation
1620,City,40,Cancelled,12-07-2016,06:55,,,,6,Tuesday,Early Morning,Cancellation
2206,City,40,Cancelled,12-07-2016,17:55,,,,17,Tuesday,Evening,Cancellation
3221,City,40,Cancelled,13-07-2016,09:55,,,,9,Wednesday,Morning,Cancellation
5583,City,40,Cancelled,15-07-2016,05:58,,,,5,Friday,Early Morning,Cancellation
2131,City,41,Cancelled,12-07-2016,17:04,,,,17,Tuesday,Evening,Cancellation
401,City,43,Cancelled,11-07-2016,08:27,,,,8,Monday,Early Morning,Cancellation
461,City,43,Cancelled,11-07-2016,09:15,,,,9,Monday,Morning,Cancellation
2946,City,43,Cancelled,13-07-2016,06:34,,,,6,Wednesday,Early Morning,Cancellation
289,City,44,Cancelled,11-07-2016,07:09,,,,7,Monday,Early Morning,Cancellation
1303,City,44,Cancelled,11-07-2016,22:27,,,,22,Monday,Night,Cancellation
1817,City,44,Cancelled,12-07-2016,09:29,,,,9,Tuesday,Morning,Cancellation
2970,City,44,Cancelled,13-07-2016,06:56,,,,6,Wednesday,Early Morning,Cancellation
4519,City,44,Cancelled,14-07-2016,09:23,,,,9,Thursday,Morning,Cancellation
5830,City,44,Cancelled,15-07-2016,08:55,,,,8,Friday,Early Morning,Cancellation
5880,City,44,Cancelled,15-07-2016,09:38,,,,9,Friday,Morning,Cancellation
1520,City,45,Cancelled,12-07-2016,05:42,,,,5,Tuesday,Early Morning,Cancellation
1789,City,45,Cancelled,12-07-2016,09:10,,,,9,Tuesday,Morning,Cancellation
2484,Airport,45,Cancelled,12-07-2016,20:41,,,,20,Tuesday,Evening,Cancellation
4312,City,45,Cancelled,14-07-2016,06:49,,,,6,Thursday,Early Morning,Cancellation
4363,City,45,Cancelled,14-07-2016,07:29,,,,7,Thursday,Early Morning,Cancellation
5716,City,45,Cancelled,15-07-2016,07:37,,,,7,Friday,Early Morning,Cancellation
5775,City,45,Cancelled,15-07-2016,08:24,,,,8,Friday,Early Morning,Cancellation
424,City,46,Cancelled,11-07-2016,08:47,,,,8,Monday,Early Morning,Cancellation
377,City,47,Cancelled,11-07-2016,08:11,,,,8,Monday,Early Morning,Cancellation
454,City,47,Cancelled,11-07-2016,09:10,,,,9,Monday,Morning,Cancellation
1603,City,47,Cancelled,12-07-2016,06:41,,,,6,Tuesday,Early Morning,Cancellation
5300,Airport,47,Cancelled,14-07-2016,21:52,,,,21,Thursday,Night,Cancellation
6560,City,47,Cancelled,15-07-2016,21:05,,,,21,Friday,Night,Cancellation
2526,Airport,48,Cancelled,12-07-2016,21:06,,,,21,Tuesday,Night,Cancellation
2926,City,48,Cancelled,13-07-2016,06:27,,,,6,Wednesday,Early Morning,Cancellation
141,City,49,Cancelled,11-07-2016,05:20,,,,5,Monday,Early Morning,Cancellation
491,City,49,Cancelled,11-07-2016,09:29,,,,9,Monday,Morning,Cancellation
1875,City,49,Cancelled,12-07-2016,10:02,,,,10,Tuesday,Morning,Cancellation
4906,City,49,Cancelled,14-07-2016,18:03,,,,18,Thursday,Evening,Cancellation
209,City,50,Cancelled,11-07-2016,06:11,,,,6,Monday,Early Morning,Cancellation
278,City,50,Cancelled,11-07-2016,06:55,,,,6,Monday,Early Morning,Cancellation
1381,City,50,Cancelled,12-07-2016,01:07,,,,1,Tuesday,Late Night,Cancellation
5473,City,50,Cancelled,15-07-2016,04:44,,,,4,Friday,Late Night,Cancellation
5479,City,50,Cancelled,15-07-2016,04:50,,,,4,Friday,Late Night,Cancellation
6228,City,50,Cancelled,15-07-2016,17:43,,,,17,Friday,Evening,Cancellation
2940,City,51,Cancelled,13-07-2016,06:35,,,,6,Wednesday,Early Morning,Cancellation
5780,City,51,Cancelled,15-07-2016,08:29,,,,8,Friday,Early Morning,Cancellation
1781,City,52,Cancelled,12-07-2016,09:01,,,,9,Tuesday,Morning,Cancellation
1787,City,52,Cancelled,12-07-2016,09:08,,,,9,Tuesday,Morning,Cancellation
2423,Airport,52,Cancelled,12-07-2016,20:05,,,,20,Tuesday,Evening,Cancellation
4148,City,52,Cancelled,14-07-2016,04:57,,,,4,Thursday,Late Night,Cancellation
411,City,53,Cancelled,11-07-2016,08:37,,,,8,Monday,Early Morning,Cancellation
3727,Airport,53,Cancelled,13-07-2016,20:05,,,,20,Wednesday,Evening,Cancellation
4847,City,53,Cancelled,14-07-2016,17:37,,,,17,Thursday,Evening,Cancellation
216,City,54,Cancelled,11-07-2016,06:13,,,,6,Monday,Early Morning,Cancellation
1898,City,54,Cancelled,12-07-2016,10:27,,,,10,Tuesday,Morning,Cancellation
2077,City,54,Cancelled,12-07-2016,15:40,,,,15,Tuesday,Afternoon,Cancellation
2486,Airport,54,Cancelled,12-07-2016,20:50,,,,20,Tuesday,Evening,Cancellation
2809,City,54,Cancelled,13-07-2016,05:05,,,,5,Wednesday,Early Morning,Cancellation
2900,City,54,Cancelled,13-07-2016,06:01,,,,6,Wednesday,Early Morning,Cancellation
3022,City,54,Cancelled,13-07-2016,07:34,,,,7,Wednesday,Early Morning,Cancellation
3211,City,54,Cancelled,13-07-2016,09:48,,,,9,Wednesday,Morning,Cancellation
4356,City,54,Cancelled,14-07-2016,07:23,,,,7,Thursday,Early Morning,Cancellation
6208,City,54,Cancelled,15-07-2016,17:27,,,,17,Friday,Evening,Cancellation
6571,City,54,Cancelled,15-07-2016,21:16,,,,21,Friday,Night,Cancellation
237,City,56,Cancelled,11-07-2016,06:29,,,,6,Monday,Early Morning,Cancellation
4328,City,56,Cancelled,14-07-2016,07:07,,,,7,Thursday,Early Morning,Cancellation
4757,Airport,56,Cancelled,14-07-2016,15:30,,,,15,Thursday,Afternoon,Cancellation
323,City,57,Cancelled,11-07-2016,07:36,,,,7,Monday,Early Morning,Cancellation
421,City,57,Cancelled,11-07-2016,08:43,,,,8,Monday,Early Morning,Cancellation
1458,City,57,Cancelled,12-07-2016,04:52,,,,4,Tuesday,Late Night,Cancellation
3920,City,57,Cancelled,13-07-2016,22:16,,,,22,Wednesday,Night,Cancellation
4401,City,57,Cancelled,14-07-2016,08:03,,,,8,Thursday,Early Morning,Cancellation
1034,Airport,58,Cancelled,11-07-2016,19:27,,,,19,Monday,Evening,Cancellation
1543,City,58,Cancelled,12-07-2016,06:02,,,,6,Tuesday,Early Morning,Cancellation
2909,City,58,Cancelled,13-07-2016,06:10,,,,6,Wednesday,Early Morning,Cancellation
3015,City,58,Cancelled,13-07-2016,07:34,,,,7,Wednesday,Early Morning,Cancellation
4165,City,58,Cancelled,14-07-2016,05:07,,,,5,Thursday,Early Morning,Cancellation
5410,City,58,Cancelled,15-07-2016,01:45,,,,1,Friday,Late Night,Cancellation
328,City,59,Cancelled,11-07-2016,07:33,,,,7,Monday,Early Morning,Cancellation
580,City,59,Cancelled,11-07-2016,10:59,,,,10,Monday,Morning,Cancellation
4357,City,59,Cancelled,14-07-2016,07:31,,,,7,Thursday,Early Morning,Cancellation
4560,City,59,Cancelled,14-07-2016,09:48,,,,9,Thursday,Morning,Cancellation
5647,City,59,Cancelled,15-07-2016,06:51,,,,6,Friday,Early Morning,Cancellation
5704,City,59,Cancelled,15-07-2016,07:33,,,,7,Friday,Early Morning,Cancellation
2855,City,60,Cancelled,13-07-2016,05:35,,,,5,Wednesday,Early Morning,Cancellation
5565,City,60,Cancelled,15-07-2016,05:45,,,,5,Friday,Early Morning,Cancellation
235,City,61,Cancelled,11-07-2016,06:22,,,,6,Monday,Early Morning,Cancellation
2109,Airport,61,Cancelled,12-07-2016,16:20,,,,16,Tuesday,Afternoon,Cancellation
4230,City,61,Cancelled,14-07-2016,05:50,,,,5,Thursday,Early Morning,Cancellation
111,City,62,Cancelled,11-07-2016,05:06,,,,5,Monday,Early Morning,Cancellation
168,City,62,Cancelled,11-07-2016,05:37,,,,5,Monday,Early Morning,Cancellation
187,City,62,Cancelled,11-07-2016,05:57,,,,5,Monday,Early Morning,Cancellation
1492,City,62,Cancelled,12-07-2016,05:30,,,,5,Tuesday,Early Morning,Cancellation
2992,City,62,Cancelled,13-07-2016,07:11,,,,7,Wednesday,Early Morning,Cancellation
3433,Airport,62,Cancelled,13-07-2016,16:01,,,,16,Wednesday,Afternoon,Cancellation
5536,City,62,Cancelled,15-07-2016,05:31,,,,5,Friday,Early Morning,Cancellation
474,City,63,Cancelled,11-07-2016,09:24,,,,9,Monday,Morning,Cancellation
1722,City,63,Cancelled,12-07-2016,08:17,,,,8,Tuesday,Early Morning,Cancellation
2978,City,63,Cancelled,13-07-2016,06:54,,,,6,Wednesday,Early Morning,Cancellation
2983,City,63,Cancelled,13-07-2016,07:08,,,,7,Wednesday,Early Morning,Cancellation
3866,Airport,63,Cancelled,13-07-2016,21:40,,,,21,Wednesday,Night,Cancellation
4491,City,63,Cancelled,14-07-2016,08:56,,,,8,Thursday,Early Morning,Cancellation
4603,Airport,63,Cancelled,14-07-2016,10:22,,,,10,Thursday,Morning,Cancellation
1325,City,64,Cancelled,11-07-2016,23:06,,,,23,Monday,Night,Cancellation
3450,Airport,64,Cancelled,13-07-2016,16:49,,,,16,Wednesday,Afternoon,Cancellation
4329,City,64,Cancelled,14-07-2016,07:08,,,,7,Thursday,Early Morning,Cancellation
1723,City,65,Cancelled,12-07-2016,08:18,,,,8,Tuesday,Early Morning,Cancellation
3261,Airport,65,Cancelled,13-07-2016,10:20,,,,10,Wednesday,Morning,Cancellation
3309,City,65,Cancelled,13-07-2016,11:59,,,,11,Wednesday,Morning,Cancellation
3666,City,65,Cancelled,13-07-2016,19:25,,,,19,Wednesday,Evening,Cancellation
6129,Airport,65,Cancelled,15-07-2016,15:36,,,,15,Friday,Afternoon,Cancellation
1513,City,66,Cancelled,12-07-2016,05:44,,,,5,Tuesday,Early Morning,Cancellation
2011,City,66,Cancelled,12-07-2016,13:30,,,,13,Tuesday,Afternoon,Cancellation
2931,City,66,Cancelled,13-07-2016,06:31,,,,6,Wednesday,Early Morning,Cancellation
6397,City,66,Cancelled,15-07-2016,19:29,,,,19,Friday,Evening,Cancellation
176,City,67,Cancelled,11-07-2016,05:42,,,,5,Monday,Early Morning,Cancellation
3180,City,67,Cancelled,13-07-2016,09:23,,,,9,Wednesday,Morning,Cancellation
3238,City,67,Cancelled,13-07-2016,10:04,,,,10,Wednesday,Morning,Cancellation
4360,City,67,Cancelled,14-07-2016,07:30,,,,7,Thursday,Early Morning,Cancellation
6717,City,67,Cancelled,15-07-2016,23:12,,,,23,Friday,Night,Cancellation
386,City,68,Cancelled,11-07-2016,08:29,,,,8,Monday,Early Morning,Cancellation
528,City,68,Cancelled,11-07-2016,09:50,,,,9,Monday,Morning,Cancellation
2556,Airport,68,Cancelled,12-07-2016,21:24,,,,21,Tuesday,Night,Cancellation
3286,City,68,Cancelled,13-07-2016,11:10,,,,11,Wednesday,Morning,Cancellation
5805,City,68,Cancelled,15-07-2016,08:36,,,,8,Friday,Early Morning,Cancellation
5911,City,68,Cancelled,15-07-2016,09:53,,,,9,Friday,Morning,Cancellation
245,City,69,Cancelled,11-07-2016,06:33,,,,6,Monday,Early Morning,Cancellation
1532,City,69,Cancelled,12-07-2016,05:54,,,,5,Tuesday,Early Morning,Cancellation
3161,City,69,Cancelled,13-07-2016,09:05,,,,9,Wednesday,Morning,Cancellation
3523,Airport,69,Cancelled,13-07-2016,17:47,,,,17,Wednesday,Evening,Cancellation
4278,City,69,Cancelled,14-07-2016,06:26,,,,6,Thursday,Early Morning,Cancellation
5835,City,69,Cancelled,15-07-2016,08:53,,,,8,Friday,Early Morning,Cancellation
99,City,70,Cancelled,11-07-2016,05:00,,,,5,Monday,Early Morning,Cancellation
162,City,70,Cancelled,11-07-2016,05:34,,,,5,Monday,Early Morning,Cancellation
307,City,70,Cancelled,11-07-2016,07:20,,,,7,Monday,Early Morning,Cancellation
1767,City,70,Cancelled,12-07-2016,08:46,,,,8,Tuesday,Early Morning,Cancellation
5502,City,70,Cancelled,15-07-2016,05:03,,,,5,Friday,Early Morning,Cancellation
5644,City,70,Cancelled,15-07-2016,06:50,,,,6,Friday,Early Morning,Cancellation
5736,City,70,Cancelled,15-07-2016,07:50,,,,7,Friday,Early Morning,Cancellation
3808,Airport,71,Cancelled,13-07-2016,20:58,,,,20,Wednesday,Evening,Cancellation
5831,City,71,Cancelled,15-07-2016,08:56,,,,8,Friday,Early Morning,Cancellation
5980,City,71,Cancelled,15-07-2016,11:39,,,,11,Friday,Morning,Cancellation
353,City,72,Cancelled,11-07-2016,07:55,,,,7,Monday,Early Morning,Cancellation
397,City,72,Cancelled,11-07-2016,08:23,,,,8,Monday,Early Morning,Cancellation
1843,City,72,Cancelled,12-07-2016,09:39,,,,9,Tuesday,Morning,Cancellation
2019,City,72,Cancelled,12-07-2016,13:46,,,,13,Tuesday,Afternoon,Cancellation
1732,City,73,Cancelled,12-07-2016,08:19,,,,8,Tuesday,Early Morning,Cancellation
1984,City,73,Cancelled,12-07-2016,12:30,,,,12,Tuesday,Morning,Cancellation
5886,City,73,Cancelled,15-07-2016,09:33,,,,9,Friday,Morning,Cancellation
6098,Airport,73,Cancelled,15-07-2016,14:40,,,,14,Friday,Afternoon,Cancellation
2048,Airport,74,Cancelled,12-07-2016,14:40,,,,14,Tuesday,Afternoon,Cancellation
2844,Airport,74,Cancelled,13-07-2016,05:28,,,,5,Wednesday,Early Morning,Cancellation
1426,City,76,Cancelled,12-07-2016,04:24,,,,4,Tuesday,Late Night,Cancellation
2969,City,76,Cancelled,13-07-2016,06:52,,,,6,Wednesday,Early Morning,Cancellation
5584,City,76,Cancelled,15-07-2016,05:53,,,,5,Friday,Early Morning,Cancellation
1704,City,77,Cancelled,12-07-2016,07:59,,,,7,Tuesday,Early Morning,Cancellation
3399,City,77,Cancelled,13-07-2016,15:05,,,,15,Wednesday,Afternoon,Cancellation
4298,City,77,Cancelled,14-07-2016,06:40,,,,6,Thursday,Early Morning,Cancellation
4019,City,78,Cancelled,13-07-2016,00:00,,,,0,Wednesday,Late Night,Cancellation
3197,City,78,Cancelled,13-07-2016,09:44,,,,9,Wednesday,Morning,Cancellation
4166,City,78,Cancelled,14-07-2016,05:10,,,,5,Thursday,Early Morning,Cancellation
4238,City,78,Cancelled,14-07-2016,05:54,,,,5,Thursday,Early Morning,Cancellation
5894,City,78,Cancelled,15-07-2016,09:46,,,,9,Friday,Morning,Cancellation
6647,City,78,Cancelled,15-07-2016,22:02,,,,22,Friday,Night,Cancellation
210,City,79,Cancelled,11-07-2016,06:12,,,,6,Monday,Early Morning,Cancellation
403,City,79,Cancelled,11-07-2016,08:35,,,,8,Monday,Early Morning,Cancellation
568,Airport,79,Cancelled,11-07-2016,10:23,,,,10,Monday,Morning,Cancellation
